Rating Agency,Company,Rating,Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Moody's Investors Service,Snap-on Incorporated,A-,2014-01-17,91440,1,3420.0,Manuf,SNA,2.5108,0.2873,0.4563,48.1891,19.1788,19.1788,21.6882,17.2158,11.4608,0.7437,16.8842,32.6673,8.7518,12.0329,1.0522,1.3036
Moody's Investors Service,Steelcase Inc.,BBB-,2014-01-14,1050825,1,2522.0,Manuf,SCS,1.606,0.3001,0.4326,30.1879,2.0671,2.0671,6.1875,1.9138,1.3525,1.6979,5.8084,7.3568,2.2964,4.0654,0.6866,0.6376
Moody's Investors Service,"ONE Gas, Inc",A,2014-01-13,1587732,1,4924.0,Utils,OGS,0.783,0.4537,1.1896,48.1084,13.0387,13.0387,21.6045,9.5545,5.8697,0.4394,8.0059,9.1756,2.5789,4.3737,-0.81,-1.1962
Egan-Jones Ratings Company,EDISON MISSION ENERGY,D,2014-01-09,930835,0,4911.0,Utils,EME,1.4861,0.1848,0.2397,12.973,3.7949,3.7949,4.8581,3.6742,1.9546,1.8274,10.1663,145.6119,4.3401,8.288,-0.518,-0.4826
Standard & Poor's Ratings Services,Community Health Systems Inc.,B-,2014-01-07,1108109,0,8062.0,Hlth,CYH,1.5244,0.7478,3.0182,84.5932,7.1534,7.1534,13.2616,2.6991,1.0999,0.7489,7.7267,-18.7307,1.4138,1.9488,-2.6448,-0.619
Standard & Poor's Ratings Services,Harsco Corp.,BB+,2013-12-20,45876,0,3390.0,Manuf,HSC,1.6727,0.5263,1.1249,22.866,-5.7383,-5.7383,3.1952,-7.1731,-8.3588,1.0235,-29.3843,-71.3792,-8.5075,-13.9184,-1.2342,-0.5539
Moody's Investors Service,Pilgrim's Pride Corporation,B-,2013-12-19,802481,0,2015.0,NoDur,PPC,2.0416,0.7231,2.6388,-1.8782,-4.9576,-4.9576,-2.1773,-6.4642,-6.5922,2.617,-88.7649,-96.3727,-17.2142,-24.5825,-0.6382,-0.3817
Standard & Poor's Ratings Services,Delta Air Lines Inc.,BB+,2013-12-18,27904,0,4512.0,Other,DAL,0.6234,1.2381,-5.9639,20.1091,5.9313,5.9313,10.7254,2.7952,2.7516,0.8231,-47.3487,-6.0768,2.2649,11.2725,-0.4449,-1.2744
Standard & Poor's Ratings Services,SeaWorld Parks & Entertainment Inc.,BB+,2013-12-18,1564902,0,7996.0,Other,SEAS,0.6441,0.8003,4.0546,40.3589,15.6429,15.6429,28.3467,7.8427,5.2131,0.5647,16.4991,-91.0798,2.944,3.2951,0.3135,0.7656
Standard & Poor's Ratings Services,ACI Worldwide Inc.,BB,2013-12-18,935036,0,7370.0,BusEq,ACIW,1.3358,0.4003,0.7004,66.149,11.1573,11.1573,19.143,9.7915,7.3279,0.5329,9.1411,-51.5884,3.9049,5.4815,-0.891,-0.8452
Standard & Poor's Ratings Services,Cisco Systems Inc.,AA-,2013-12-16,858877,1,3576.0,BusEq,CSCO,2.9788,0.1794,0.2742,60.5674,23.0337,23.0337,28.0947,23.0975,20.5382,0.4803,16.8837,29.5303,9.8655,13.8545,0.2703,0.2799
Standard & Poor's Ratings Services,Republic Services Inc.,BBB+,2013-12-12,1060391,1,4953.0,Other,RSG,0.7264,0.4778,0.9176,38.3405,16.267,16.267,27.6844,10.1487,7.0433,0.4138,7.4244,-17.1134,2.9164,3.8769,-0.5651,-0.5538
Egan-Jones Ratings Company,BOYD GAMING CORPORATION,CCC,2013-12-12,906553,0,7990.0,Other,BYD,0.7264,0.7204,2.6079,44.8821,10.1243,10.1243,19.1526,-0.4462,-0.1653,0.3962,-0.7771,-1.8207,-0.1815,-0.2173,-0.2278,-0.3513
Standard & Poor's Ratings Services,Union Pacific Corp.,A,2013-12-11,100885,1,4011.0,Other,UNP,1.1587,0.3069,0.4526,50.129,32.2326,32.2326,40.6432,30.1921,18.8426,0.4438,19.837,19.837,8.3621,13.7492,0.4702,-0.1499
Standard & Poor's Ratings Services,MDU Resources Group Inc.,BBB+,2013-12-11,67716,1,4932.0,Utils,MDU,1.3292,0.3165,0.5133,84.2816,10.0325,10.0325,18.5104,8.3009,5.2424,0.6178,8.185,10.6592,3.4464,5.564,0.3867,0.3548
Fitch Ratings,"Teva Pharmaceuticals USA, Inc.",BBB+,2013-12-11,818686,1,2834.0,Hlth,TEVA,1.269,0.3387,0.6436,52.429,17.0498,17.0498,25.4565,8.9531,9.6619,0.4015,8.3526,-51.1516,3.774,5.5236,0.6078,0.5123
Moody's Investors Service,Darling Ingredients Inc.,B+,2013-12-10,916540,0,2070.0,NoDur,DAR,2.2042,0.1906,0.2355,26.4492,13.0739,13.0739,17.8901,11.666,7.3775,1.1418,12.3085,38.0516,8.4236,9.9628,0.0281,-0.4089
Standard & Poor's Ratings Services,Canadian National Railway Co.,A,2013-12-09,16868,1,4011.0,Other,CNI,0.8484,0.3646,0.6262,52.379,37.1473,37.1473,46.4618,36.875,27.0161,0.3721,22.066,22.5762,9.1197,14.0201,0.1837,-0.0408
Standard & Poor's Ratings Services,United Rentals Inc.,B,2013-12-09,1067701,0,7350.0,Other,URI,0.9941,0.8105,4.6785,38.5475,14.3551,14.3551,36.7015,2.1375,1.8217,0.3734,4.7649,-2.8891,0.6802,0.9027,-0.7421,-2.612
Standard & Poor's Ratings Services,Triumph Group Inc.,BB-,2013-12-05,1021162,0,3728.0,Manuf,TGI,2.1948,0.369,0.6502,25.3656,14.3466,14.3466,17.2499,12.5059,8.0305,0.7067,14.5391,-44.2427,5.6755,9.1743,1.7279,1.0273
Standard & Poor's Ratings Services,Ameren Corp.,BBB-,2013-12-04,1002910,1,4931.0,Utils,AEE,1.2857,0.4528,0.8681,61.1581,16.8022,16.8022,27.8465,11.2394,8.4418,0.26,5.4165,5.7124,1.8482,2.9637,0.1231,0.7632
Moody's Investors Service,Microsoft Corporation,AAA,2013-12-03,789019,1,7372.0,BusEq,MSFT,2.7118,0.1376,0.1976,73.8147,34.3794,34.3794,39.2028,34.7493,28.0839,0.5466,27.6943,35.7204,15.3499,23.8822,-0.314,-0.5456
Moody's Investors Service,"ARC Document Solutions, Inc",B+,2013-12-03,1305168,0,7389.0,Other,ARC,1.6394,0.6537,2.0077,30.4146,-0.1517,-0.1517,14.6425,-7.0622,-7.8716,0.9766,-28.3885,23.0904,-7.5666,-9.8298,-0.2607,-0.3637
Standard & Poor's Ratings Services,Vector Ltd.,BBB+,2013-11-26,59440,1,6531.0,Money,VGR,3.2745,1.1166,-10.042,24.0253,14.1423,14.1423,15.1105,4.9033,2.7397,1.0081,-38.6388,-16.3962,2.8178,4.5044,0.3963,0.235
Standard & Poor's Ratings Services,3M Co.,AA-,2013-11-26,66740,1,2670.0,Manuf,MMM,2.1984,0.2141,0.3326,47.5488,21.6794,21.6794,25.9865,21.238,14.8609,0.8827,25.0055,51.6724,13.3162,19.6506,0.1868,-0.0235
Moody's Investors Service,Kronos Incorporated,B+,2013-11-22,1176236,0,2810.0,Chems,KRO,3.7253,0.2629,0.3767,28.356,18.1956,18.1956,20.6143,16.7384,11.056,0.975,20.5725,20.5725,10.7795,15.1631,-1.887,-1.9405
Moody's Investors Service,"Container Store Group, Inc. (The)",B,2013-11-18,1411688,0,5700.0,Shops,TCS,1.2548,0.5422,1.2806,58.8054,3.4159,3.4159,7.5969,-0.6479,-12.802,0.9388,-0.0557,0.0615,-0.0173,-0.0255,15.6471,-1.044
Standard & Poor's Ratings Services,American Axle & Manufacturing Inc.,B+,2013-11-05,1062231,0,3714.0,Durbl,AXL,1.4516,1.0906,-12.0373,13.6375,5.3362,5.3362,10.5292,1.0748,12.5456,1.0226,-303.5596,-132.2871,12.7948,27.5032,-1.5964,-1.8489
Fitch Ratings,Universal Corporation,BBB-,2013-10-31,102037,1,5150.0,Shops,UVV,2.8043,0.1234,0.3866,18.7845,9.0592,9.0592,10.8919,8.4204,4.7894,1.0674,13.1132,11.8558,6.1106,9.5935,1.1833,0.9255
Egan-Jones Ratings Company,CROWN CASTLE INTERNATIONAL,BB,2013-10-21,1051470,0,6798.0,Money,CCI,1.49,0.718,2.5579,71.0544,34.0579,34.0579,66.3246,8.8456,7.2876,0.1928,7.1835,-11.2678,1.626,1.7963,0.146,-0.2755
Moody's Investors Service,"Gray Television, Inc.",CCC+,2013-10-15,43196,0,4833.0,Telcm,GTN,2.0199,0.8526,5.7864,47.5618,37.9025,37.9025,47.5403,11.6881,5.9368,0.3239,19.5429,-3.3233,2.2507,2.8797,0.8925,0.8892
Moody's Investors Service,"Burlington Stores, Inc.",B,2013-10-09,1579298,0,5600.0,Shops,BURL,1.1886,1.0639,-16.648,39.2601,3.4885,3.4885,7.6318,0.7002,-2.9197,1.6809,-31.5203,-3.6806,1.021,2.0156,0.3874,0.3681
Standard & Poor's Ratings Services,Avnet Inc.,BBB-,2013-10-01,8858,1,5065.0,Shops,AVT,1.7333,0.2196,0.4768,11.7044,2.4588,2.4588,2.9328,2.1575,1.7678,2.4305,10.4934,15.7609,4.2968,8.1889,1.4374,1.6021
Standard & Poor's Ratings Services,Greenbrier Companies Inc. (The),B-,2013-09-27,923120,0,3743.0,Manuf,GBX,1.5869,0.4501,0.924,11.7497,2.3714,2.3714,9.2491,1.1098,-0.629,1.3618,-1.1779,-1.6248,-0.4172,-0.6478,0.4785,3.5234
DBRS,Murphy Oil Company Ltd.,BBB+,2013-09-23,717423,1,1311.0,Enrgy,MUR,1.2204,0.0276,0.0683,100.0,29.0375,29.0375,54.5244,27.2952,20.3965,0.3026,6.1423,6.1718,3.8138,5.9725,-5.1673,-5.9246
Standard & Poor's Ratings Services,Sinclair Broadcast Group Inc.,B,2013-09-20,912752,0,4833.0,Telcm,SBGI,0.9898,1.0471,-22.7218,68.4095,31.0155,31.0155,45.0956,20.0004,13.6262,0.3889,-144.4114,-7.6749,5.2932,6.8026,1.0765,-12.9446
Fitch Ratings,"American Axle & Manufacturing, Inc.",BB+,2013-09-16,1062231,0,3714.0,Durbl,AXL,1.4516,1.0906,-12.0373,13.6375,5.3362,5.3362,10.5292,1.0748,12.5456,1.0226,-303.5596,-132.2871,12.7948,27.5032,-1.5964,-1.8489
Moody's Investors Service,Silgan Holdings Inc.,BB,2013-09-04,849869,0,3411.0,Manuf,SLGN,2.2397,0.662,2.0916,14.7779,10.0911,10.0911,14.7257,8.2687,5.5047,1.178,29.3579,112.5521,6.4843,9.9242,1.3303,0.79
Standard & Poor's Ratings Services,SBA Communications Corp.,B,2013-08-28,1034054,0,6798.0,Money,SBAC,0.4502,0.882,8.2024,70.7042,15.4228,15.4228,60.2532,-18.5615,-18.975,0.1442,-28.13,7.4033,-2.7764,-3.3194,0.6025,0.7984
Moody's Investors Service,Great Lakes Dredge & Dock Corporation,CCC+,2013-08-26,1372020,0,1600.0,Other,GLDD,1.6867,0.4776,0.962,13.2825,5.5458,5.5458,12.1184,1.9907,-0.458,0.712,2.3023,3.2953,0.7617,1.2027,-0.4459,-1.2469
Moody's Investors Service,CDW Corporation,B-,2013-08-20,1402057,0,5045.0,Shops,CDW,1.3958,1.0019,-556.9863,16.4907,4.9019,4.9019,7.1992,0.2947,0.1781,1.6091,-234.2403,-0.444,0.2865,0.4433,-1.4525,-1.4805
Moody's Investors Service,"Sportsman's Warehouse, Inc.",B,2013-08-16,1132105,0,5940.0,Shops,SPWH,2.2196,1.5269,-2.9827,30.8603,10.1474,10.1474,11.142,8.9479,5.3277,3.1636,-67.0921,-67.0921,16.8549,35.3506,1.3944,2.7549
Moody's Investors Service,"McCormick & Company, Incorporated",A,2013-08-14,63754,1,2090.0,NoDur,MKC,1.0824,0.3143,0.6892,40.3019,14.4064,14.4064,16.9673,13.106,10.1589,0.9637,22.7209,-121.2492,9.274,15.5804,0.4282,0.3802
Fitch Ratings,Aluminum Corporation of China Limited,BBB+,2013-08-13,1161611,1,3334.0,Manuf,ACH,0.5845,0.4052,1.9446,-0.2166,-3.1875,-3.1875,1.0333,-6.0825,-5.5083,0.8541,-16.0748,-18.4232,-4.9387,-9.5608,-0.4985,-0.3263
Moody's Investors Service,"ACI Worldwide, Inc.",B,2013-08-12,935036,0,7370.0,BusEq,ACIW,1.3358,0.4003,0.7004,66.149,11.1573,11.1573,19.143,9.7915,7.3279,0.5329,9.1411,-51.5884,3.9049,5.4815,-0.891,-0.8452
Moody's Investors Service,"Carter's, Inc.",BB+,2013-08-05,1060822,0,2300.0,NoDur,CRI,3.9212,0.1588,0.1887,39.3809,10.9998,10.9998,12.7097,10.7229,6.6781,1.4611,16.3525,32.9107,9.8858,13.7561,3.3241,2.6938
Egan-Jones Ratings Company,BALL CORPORATION,BB+,2013-07-26,9389,0,3411.0,Manuf,BLL,1.3877,0.7052,2.5621,17.8772,9.0491,9.0491,12.2875,6.818,4.5366,1.1637,32.7209,-26.3648,5.6227,9.6473,-0.1141,0.2374
Moody's Investors Service,Nucor Corporation,BBB+,2013-07-19,73309,1,3312.0,Manuf,NUE,2.7996,0.3202,0.5556,9.396,7.1313,7.1313,10.0799,6.2517,3.8731,1.3743,11.1721,16.911,5.9092,7.5946,0.5123,0.1994
Moody's Investors Service,Grifols S.A.,BB+,2013-07-15,1438569,0,2836.0,Hlth,GRFS,3.2631,0.5886,1.5361,50.7297,25.1855,25.1855,30.1119,14.8016,9.7437,0.4657,16.366,-32.121,5.4696,6.7329,0.4004,0.2186
Fitch Ratings,Oracle Corporation,A+,2013-07-11,1341439,1,7370.0,BusEq,ORCL,3.239,0.2906,0.4097,80.1533,39.4944,39.4944,47.3776,37.3803,29.3841,0.4545,24.1998,97.8767,13.3538,17.1672,0.239,0.232
Standard & Poor's Ratings Services,Braskem S.A.,BBB-,2013-07-11,1071438,1,2860.0,Chems,BAK,0.5361,0.3032,2.5437,0.5927,-26.1415,-26.1415,-17.1305,-30.8554,-32.0202,0.4594,-91.6594,-167.0071,-14.7094,-63.8666,-2.3959,-1.5279
Moody's Investors Service,"Lions Gate Entertainment, Inc.",BB-,2013-06-20,929351,0,7812.0,Other,LGF,0.7932,0.6479,4.0023,48.6523,10.0836,10.0836,46.7352,5.7741,8.5715,0.9809,65.108,699.2224,8.4078,22.9213,6.9357,6.9297
Moody's Investors Service,Endo Health Solutions Inc.,B+,2013-06-17,1100962,0,2834.0,Hlth,ENDP,1.2638,0.7281,2.7949,59.6666,-19.1756,-19.1756,-7.732,-25.9408,-26.2928,0.4287,-61.2429,25.0757,-10.5656,-16.6499,0.5478,0.1741
Standard & Poor's Ratings Services,Service Corp. International,B+,2013-06-10,89089,0,7200.0,Shops,SCI,0.6855,0.5844,1.4294,21.742,16.6098,16.6098,24.6614,10.2013,6.3984,0.2483,11.386,-792.3857,1.6024,4.7317,0.0456,0.0194
Standard & Poor's Ratings Services,Freeport-McMoRan Oil & Gas LLC,BBB,2013-06-04,831259,1,1000.0,Other,FCX,3.0802,0.1419,0.1655,35.8079,32.2821,32.2821,38.8284,30.4664,16.8851,0.5082,18.6758,18.6758,11.2303,16.0251,-2.9759,-3.985
Standard & Poor's Ratings Services,Ferro Corp.,B,2013-05-23,35214,0,2851.0,Chems,FOE,1.5764,0.5587,1.6779,18.4111,-20.8381,-20.8381,-16.3115,-22.7568,-29.5235,1.1748,-186.8179,-298.6364,-35.7801,-82.4484,-0.3392,-0.1462
Fitch Ratings,"Rogers Communications, Inc.",BBB+,2013-05-15,733099,1,4812.0,Telcm,RCI,0.7501,0.7375,2.8091,86.619,23.4069,23.4069,37.4317,16.8812,12.5764,0.6768,48.5122,-71.3398,9.4371,12.7359,0.924,0.0822
Moody's Investors Service,Merck Sharp & Dohme Corp.,A+,2013-05-14,64978,1,2834.0,Hlth,MRK,2.0425,0.2142,0.3076,64.8865,18.6817,18.6817,34.1395,15.2642,13.0227,0.457,11.2253,60.9575,6.0802,8.8204,0.5337,0.5146
Moody's Investors Service,Commercial Metals Company,BB,2013-05-06,22444,0,3312.0,Manuf,CMC,5.0284,0.3634,0.6094,47.7081,15.5555,15.5555,21.061,14.7791,9.2838,0.8259,14.138,17.6605,7.7428,9.0001,-1.0213,-0.6683
Standard & Poor's Ratings Services,Archer Daniels Midland Co.,A,2013-05-03,7084,1,2070.0,NoDur,ADM,1.7514,0.2523,0.4987,4.0007,2.1621,2.1621,3.1217,2.1875,1.5183,2.0064,7.2761,7.5767,3.084,5.4403,-0.8241,0.2338
Standard & Poor's Ratings Services,MasTec Inc.,BB-,2013-04-30,15615,0,1623.0,Other,MTZ,1.4698,0.388,0.6949,13.0835,6.3892,6.3892,8.8567,5.1712,2.8825,1.5423,13.5332,-114.606,4.8272,8.2829,1.8626,1.7369
Standard & Poor's Ratings Services,T-Mobile US Inc.,B,2013-04-23,1283699,0,4812.0,Telcm,TMUS,0.9909,0.7249,2.6355,58.933,-32.4408,-32.4408,-16.6895,-35.4278,-37.2027,0.5865,-119.9673,-121.5374,-21.8191,-32.999,-2.0886,-2.3184
Fitch Ratings,PetroChina Company Limited,A+,2013-04-10,1108329,1,2911.0,Enrgy,PTR,0.7209,0.1992,0.3769,35.7246,7.9497,7.9497,14.8724,7.5986,5.2533,1.0122,11.0625,11.4657,6.0224,8.8585,-3.9473,-8.1946
Moody's Investors Service,AAR CORP.,BB-,2013-04-10,1750,0,5080.0,Shops,AIR,1.2699,0.409,0.799,26.6321,13.3421,13.3421,22.0898,13.6552,12.1446,0.5673,15.4787,24.0471,6.0513,9.1474,0.3609,-0.8368
Moody's Investors Service,Alliance Laundry Systems LLC,B,2013-04-04,1101215,0,7374.0,BusEq,ADS,1.9623,0.7014,2.7731,59.0116,18.1151,18.1151,32.8659,16.1891,11.1541,0.1263,5.6779,5.6779,1.1633,1.6955,0.8953,-2.5213
Moody's Investors Service,Avery Dennison Corporation,BBB,2013-04-03,8818,1,2670.0,Manuf,AVY,1.3471,0.3652,0.7123,25.2408,3.6476,4.8641,9.0814,3.6476,3.2524,1.1754,8.5439,19.2005,2.8496,5.4235,-0.5992,-0.809
Standard & Poor's Ratings Services,Hasbro Inc.,BBB-,2013-03-29,46080,1,3944.0,NoDur,HAS,2.3916,0.497,1.1155,57.1526,13.86,13.86,18.4396,11.3495,8.9922,1.0375,27.1861,81.0565,9.3292,13.6733,0.4335,0.4637
Moody's Investors Service,"MoneyGram International, Inc.",B,2013-03-19,1273931,0,6099.0,Money,MGI,1.0064,1.2489,-5.018,28.7802,3.9069,3.9069,10.1402,-0.6636,-3.6758,0.2604,11.1211,8.3545,-0.9572,-7.6022,-2.8033,-2.7689
Moody's Investors Service,Cooper-Standard Holdings Inc.,CCC+,2013-03-19,1320461,0,3714.0,Durbl,CPS,2.0819,0.4311,0.8128,15.7907,4.3884,4.3884,8.7365,3.4085,2.6375,1.4241,12.7242,22.9651,3.8177,7.2389,3.8662,2.0631
Moody's Investors Service,Taiwan Semiconductor Manufacturing Co Ltd,A+,2013-03-15,1046179,1,3674.0,BusEq,TSM,1.7712,0.1016,0.1611,48.1198,35.7663,35.7663,61.7145,35.8644,32.823,0.5301,22.8676,23.2182,17.3777,20.5435,0.2954,0.0609
Moody's Investors Service,"Steel Dynamics, Inc.",BB,2013-03-12,1022671,0,3312.0,Manuf,STLD,2.2312,0.457,1.0349,11.6476,7.3125,7.3125,10.096,5.3056,3.4776,1.3375,11.5523,24.0676,4.4436,6.2724,1.3396,1.2002
Moody's Investors Service,British American Tobacco p.l.c.,A-,2013-03-12,1303523,1,2111.0,NoDur,BTI,1.0826,0.5011,1.2127,77.2258,30.1319,30.1319,35.4374,32.0215,21.917,0.5678,45.5158,-109.6363,14.2225,22.7096,0.1949,0.1585
Moody's Investors Service,"MasTec, Inc.",BB-,2013-03-06,15615,0,1623.0,Other,MTZ,1.4698,0.388,0.6949,13.0835,6.3892,6.3892,8.8567,5.1712,2.8825,1.5423,13.5332,-114.606,4.8272,8.2829,1.8626,1.7369
Moody's Investors Service,"DTE Energy Center, LLC",BB+,2013-03-05,936340,0,4931.0,Utils,DTE,1.0531,0.4862,1.0891,62.5071,14.549,14.549,26.4589,10.9203,6.9389,0.3338,9.0946,12.8186,2.5589,4.6724,1.0312,-0.7056
Moody's Investors Service,McKesson Corporation,BBB,2013-03-05,927653,1,5122.0,Shops,MCK,1.0884,0.3102,0.5826,5.2338,1.7364,1.7364,2.1395,1.5476,1.147,3.6963,20.1874,2814.286,4.167,13.9251,2.8633,2.7529
Moody's Investors Service,"Armstrong World Industries, Inc.",B+,2013-03-01,7431,0,3290.0,Manuf,AWI,2.6512,0.5907,1.4894,24.4534,11.7306,11.7306,16.3709,9.6595,5.4062,0.8509,22.0554,82.8631,5.5565,9.0262,0.3012,-0.2933
Fitch Ratings,National Grid Gas plc,A,2013-03-01,1004315,1,4911.0,Utils,NGG,0.9412,0.6895,2.4903,75.6001,25.5856,25.5856,34.854,18.5006,14.7339,0.2922,19.6082,46.202,3.8301,6.0881,-2.2136,-2.2657
Moody's Investors Service,"Equinix, Inc.",BB-,2013-02-28,1101239,0,6798.0,Money,EQIX,1.7039,0.5852,1.5875,47.0484,19.5399,19.5399,43.8015,8.2855,6.0536,0.2706,4.7317,9.8575,1.5967,1.9629,3.4944,1.8609
Moody's Investors Service,National Grid Gas Plc,A-,2013-02-25,1004315,1,4911.0,Utils,NGG,0.9412,0.6895,2.4903,75.6001,25.5856,25.5856,34.854,18.5006,14.7339,0.2922,19.6082,46.202,3.8301,6.0881,-2.2136,-2.2657
Standard & Poor's Ratings Services,New York Times Co. (The),BB-,2013-02-13,71691,0,2711.0,NoDur,NYT,2.4591,0.5781,1.5174,79.1351,8.1525,8.1525,15.6435,4.2464,-2.4218,0.5391,8.7527,11.497,1.5466,3.6926,-0.5185,-0.5352
Fitch Ratings,"SK Telecom Co., Ltd",A-,2013-02-04,1015650,1,4812.0,Telcm,SKM,0.8574,0.2938,0.5322,85.6418,9.6001,9.6001,9.6001,9.5143,7.6992,0.6368,10.0433,15.3319,5.044,7.0924,-4.3382,2.0082
Moody's Investors Service,"Conagra Brands, Inc.",BBB,2013-02-01,23217,1,2000.0,NoDur,CAG,1.4465,0.3866,0.6474,20.996,6.1413,6.1413,8.9235,4.611,3.4986,1.1651,10.3153,-69.7422,4.0894,6.3276,-0.5988,-0.3482
Standard & Poor's Ratings Services,Scientific Games Corp.,BB-,2013-01-31,750004,0,3570.0,BusEq,SGMS,1.8908,0.7992,4.0247,44.1848,6.7736,6.7736,25.4469,-2.4984,-6.7413,0.4246,-12.034,7.2192,-2.0074,-2.4167,-0.1156,-0.2016
Moody's Investors Service,"FairPoint Communications, Inc.",B,2013-01-30,1062613,0,4813.0,Telcm,FRP,1.3349,0.2464,0.357,11.0584,11.0584,11.0584,21.2486,9.8185,6.1232,0.4625,4.4134,4.441,2.7968,3.3259,-0.0177,-0.1915
Moody's Investors Service,Berry Global Group Inc.,CCC+,2013-01-30,1378992,0,3080.0,Manuf,BERY,1.9087,1.1136,-9.8916,16.4079,6.8191,6.8191,14.2677,0.0839,0.042,0.9334,-0.4211,-0.0648,0.0392,0.0503,1.6411,1.1754
Fitch Ratings,Teva Pharmaceutical Industries Limited,A-,2013-01-23,818686,1,2834.0,Hlth,TEVA,1.269,0.3387,0.6436,52.429,17.0498,17.0498,25.4565,8.9531,9.6619,0.4015,8.3526,-51.1516,3.774,5.5236,0.6078,0.5123
Moody's Investors Service,"SK Telecom Co., Ltd.",A-,2013-01-16,1015650,1,4812.0,Telcm,SKM,0.8574,0.2938,0.5322,85.6418,9.6001,9.6001,9.6001,9.5143,7.6992,0.6368,10.0433,15.3319,5.044,7.0924,-4.3382,2.0082
Moody's Investors Service,"DigitalGlobe, Inc.",B+,2013-01-15,1208208,0,4899.0,Telcm,DGI,3.3173,0.4701,0.8966,80.636,18.0351,18.0351,50.356,15.6384,9.2549,0.2671,7.2303,7.5831,2.4723,3.831,2.5893,3.5302
Standard & Poor's Ratings Services,Advanced Micro Devices Inc.,B,2013-01-08,2488,0,3674.0,BusEq,AMD,1.6213,0.7911,3.7955,22.7776,-19.4762,-19.4762,-14.6809,-22.4456,-21.8185,1.3555,-219.8885,1065.766,-29.575,-45.9418,-0.9709,-0.8351
Standard & Poor's Ratings Services,Telefonica Chile S.A.,BBB,2012-12-20,814052,1,4812.0,Telcm,TEF,0.6392,0.6703,2.4216,70.9471,37.1676,37.1676,37.1676,10.3251,9.8461,0.4848,19.0002,-20.1754,4.0138,6.2653,0.4986,0.4797
Standard & Poor's Ratings Services,NRG Energy Inc.,BB-,2012-12-19,1013871,0,4911.0,Utils,NRG,1.3221,0.5517,1.2417,25.7077,6.9942,6.9942,19.7929,-7.1153,2.0707,0.3375,2.5688,4.2705,0.7323,1.1153,-1.5516,-8.4973
Moody's Investors Service,"Oil States International, Inc.",BB-,2012-12-18,1121484,0,3533.0,Manuf,OIS,1.9849,0.31,0.5604,22.2924,10.5963,10.5963,16.1169,9.9764,6.966,0.7997,10.3506,16.623,5.5904,7.1423,-4.6459,-5.629
Moody's Investors Service,STMicroelectronics Finance B.V.,BBB,2012-12-13,932787,1,3674.0,BusEq,STM,2.114,0.11,0.2083,38.8073,4.6008,4.6008,16.5861,6.6789,8.0224,0.775,6.3787,8.0751,4.0602,5.6772,1.0385,1.0704
Moody's Investors Service,Gold Fields Limited,BB+,2012-12-06,1172724,0,1040.0,Other,GFI,1.1477,0.1886,0.326,49.1629,30.4374,30.4374,43.2872,25.9961,16.4308,0.5756,17.3846,21.2983,10.0959,14.1051,1.5435,0.8655
Moody's Investors Service,Novo Nordisk A/S,A+,2012-12-05,353278,1,2834.0,Hlth,NVO,1.9053,0.0132,0.0228,81.0253,33.7233,33.7233,33.7233,33.0465,25.7694,1.0255,43.2939,45.0866,25.0591,42.7212,0.2028,0.2074
Standard & Poor's Ratings Services,Oshkosh Corp.,BB,2012-12-04,775158,0,3711.0,Durbl,OSK,1.5808,0.34,0.5152,12.3681,4.7623,4.7623,6.3701,3.798,2.8276,1.6454,13.2884,555.9859,4.978,8.7698,-1.3132,-1.1858
Moody's Investors Service,Phillips 66 Company,BBB+,2012-11-26,1534701,1,2911.0,Enrgy,PSX,1.176,0.0147,0.016,14.6485,-0.2456,-0.2456,0.3698,0.9,0.5015,3.2602,2.8433,3.4234,1.6461,2.8015,3.2963,1.4843
Standard & Poor's Ratings Services,Google LLC,AA,2012-11-19,1288776,1,7370.0,BusEq,GOOG,5.9192,0.0488,0.0723,65.2078,30.9774,30.9774,35.8607,32.5181,25.6879,0.5223,16.7461,19.7822,13.4167,15.9281,5.1162,6.0776
Moody's Investors Service,Carlisle Companies Incorporated,BBB,2012-11-15,790051,1,2950.0,Enrgy,CSL,2.034,0.2872,0.5082,23.4352,10.6724,10.6724,14.2032,9.8299,7.234,0.7943,11.4659,97.8942,5.4814,8.1734,1.3157,0.9991
Standard & Poor's Ratings Services,Casella Waste Systems Inc.,B-,2012-11-12,911177,0,4953.0,Other,CWST,0.829,0.9631,26.1513,32.0295,-2.3577,-2.3577,12.144,-16.2646,-16.58,0.7384,-426.2137,89.8872,-12.261,-15.7475,0.5523,0.5001
Standard & Poor's Ratings Services,"Big Lots Canada, Inc.",BBB-,2012-11-09,768835,1,5331.0,Shops,BIG,1.7213,0.0741,0.0838,39.9874,6.6618,6.6618,8.4703,6.59,4.0135,3.1434,25.0425,25.4218,12.5606,23.1864,0.5758,0.0492
